epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.546,0,93.8365,0,0,0,0,0,0,166.828,0,5.001e-05,5.001e-05,5.001e-05
2,29.3214,0,92.0939,0,0,0,0,0,0,166.809,0,9.74362e-05,9.74362e-05,9.74362e-05
3,42.9214,0,90.1077,0,0,0,0,0,0,166.503,0,0.000122858,0.000122858,0.000122858
4,56.5079,0,88.2816,0,0,0,0,0,0,165.927,0,0.000126275,0.000126275,0.000126275
