epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,25.7226,0,202.136,0,0,0,0,0,0,421.454,0,1.667e-05,1.667e-05,1.667e-05
2,46.6593,0,201.274,0,0,0,0,0,0,422.345,0,4.83597e-05,4.83597e-05,4.83597e-05
