epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.6032,0,84.6497,0,0,0,0,0,0,155.328,0,5.001e-05,5.001e-05,5.001e-05
2,25.8661,0,83.1475,0,0,0,0,0,0,155.313,0,9.74362e-05,9.74362e-05,9.74362e-05
3,37.7282,0,81.3314,0,0,0,0,0,0,155.074,0,0.000122858,0.000122858,0.000122858
4,49.8879,0,79.7521,0,0,0,0,0,0,154.6,0,0.000126275,0.000126275,0.000126275
