epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.0731,0,93.8365,0,0,0,0,0,0,166.828,0,5.001e-05,5.001e-05,5.001e-05
2,28.3418,0,92.1398,0,0,0,0,0,0,166.844,0,8.78092e-05,8.78092e-05,8.78092e-05
